   time(1)          time(2)         stran(1)         stran(2)         stran(3)         stran(4)         stran(5)          stra(6)        stress(1)        stress(2)        stress(3)        stress(4)        stress(5)        stress(6)        statev(1)        statev(2)        statev(3)        statev(4)        statev(5)        statev(6)        statev(7)        statev(8)        statev(9)       statev(10)       statev(11)       statev(12)       statev(13)       statev(14)       statev(15)       statev(16)       statev(17)       statev(18)       statev(19)       statev(20)       statev(21)       statev(22)       statev(23)       statev(24)       statev(25)       statev(26)       statev(27)       statev(28)       statev(29)       statev(30)       statev(31)       statev(32)       statev(33)       statev(34)       statev(35)       statev(36)       statev(37)       statev(38)       statev(39)       statev(40)       statev(41)       statev(42)       statev(43)       statev(44)       statev(45)       statev(46)       statev(47)       statev(48)       statev(49)       statev(50)       statev(51)       statev(52)       statev(53)       statev(54)       statev(55)       statev(56)       statev(57)       statev(58)       statev(59)       statev(60)       statev(61)       statev(62)       statev(63)       statev(64)       statev(65)       statev(66)       statev(67)       statev(68)                p                q               Md               Mb       statev(73)       statev(74)      alphab(1,1)      alphab(2,2)      alphab(3,3)       statev(78)       statev(79)         n33(1,1)         n33(2,2)         n33(3,3)       alpha(1,1)       alpha(2,2)       alpha(3,3)         r33(1,1)        r33(2,2))         r33(3,3)                m      alphad(1,1)      alphad(2,2)      alphad(3,3)        cos3theta       statev(94)       statev(95)       statev(96)       statev(97)       statev(98)       statev(99)      statev(100)
0.19200000       0.19200000       -.57600000E-01   0.28800000E-01   0.28800000E-01    0.0000000        0.0000000        0.0000000       -2772.3478       -771.07715       -771.07715        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91936151       0.45968076       0.45968076        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.57300000E-01   0.28650000E-01   0.28650000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1438.4125        2001.5850       0.95735010        1.3593041        0.0000000       -.76208477E-01   -.89494570       0.44747285       0.44747285        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91936151       0.45968076       0.45968076       -.92768244       0.46384122       0.46384122       0.12500000E-01   -.63030514       0.31515257       0.31515257        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19300000       0.19300000       -.57900000E-01   0.28950000E-01   0.28950000E-01    0.0000000        0.0000000        0.0000000       -2788.6961       -776.12707       -776.12707        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91891482       0.45945741       0.45945741        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.57600000E-01   0.28800000E-01   0.28800000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1447.2281        2012.8824       0.95911601        1.3585170        0.0000000       -.75681941E-01   -.89442751       0.44721375       0.44721375        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91891482       0.45945741       0.45945741       -.92723575       0.46361787       0.46361787       0.12500000E-01   -.63146779       0.31573389       0.31573389        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19400000       0.19400000       -.58200000E-01   0.29100000E-01   0.29100000E-01    0.0000000        0.0000000        0.0000000       -2805.0038       -781.17178       -781.17178        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91846815       0.45923408       0.45923408        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.57900000E-01   0.28950000E-01   0.28950000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1456.0266        2024.1444       0.96087854        1.3577334        0.0000000       -.75157377E-01   -.89391155       0.44695578       0.44695578        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91846815       0.45923408       0.45923408       -.92678908       0.46339454       0.46339454       0.12500000E-01   -.63262821       0.31631410       0.31631410        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19500000       0.19500000       -.58500000E-01   0.29250000E-01   0.29250000E-01    0.0000000        0.0000000        0.0000000       -2821.2702       -786.21106       -786.21106        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91802155       0.45901077       0.45901077        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.58200000E-01   0.29100000E-01   0.29100000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1464.8078        2035.3706       0.96263762        1.3569531        0.0000000       -.74634797E-01   -.89339785       0.44669892       0.44669892        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91802155       0.45901077       0.45901077       -.92634248       0.46317124       0.46317124       0.12500000E-01   -.63378636       0.31689318       0.31689318        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19600000       0.19600000       -.58800000E-01   0.29400000E-01   0.29400000E-01    0.0000000        0.0000000        0.0000000       -2837.4947       -791.24464       -791.24464        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91757502       0.45878751       0.45878751        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.58500000E-01   0.29250000E-01   0.29250000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1473.5712        2046.5604       0.96439320        1.3561763        0.0000000       -.74114210E-01   -.89288639       0.44644320       0.44644320        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91757502       0.45878751       0.45878751       -.92589596       0.46294798       0.46294798       0.12500000E-01   -.63494221       0.31747110       0.31747110        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19700000       0.19700000       -.59100000E-01   0.29550000E-01   0.29550000E-01    0.0000000        0.0000000        0.0000000       -2853.6765       -796.27230       -796.27230        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91712861       0.45856430       0.45856430        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.58800000E-01   0.29400000E-01   0.29400000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1482.3164        2057.7135       0.96614520        1.3554029        0.0000000       -.73595628E-01   -.89237720       0.44618860       0.44618860        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91712861       0.45856430       0.45856430       -.92544954       0.46272477       0.46272477       0.12500000E-01   -.63609570       0.31804785       0.31804785        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19800000       0.19800000       -.59400000E-01   0.29700000E-01   0.29700000E-01    0.0000000        0.0000000        0.0000000       -2869.8150       -801.29379       -801.29379        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91668232       0.45834116       0.45834116        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.59100000E-01   0.29550000E-01   0.29550000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1491.0430        2068.8295       0.96789356        1.3546329        0.0000000       -.73079060E-01   -.89187027       0.44593514       0.44593514        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91668232       0.45834116       0.45834116       -.92500326       0.46250163       0.46250163       0.12500000E-01   -.63724679       0.31862340       0.31862340        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19900000       0.19900000       -.59700000E-01   0.29850000E-01   0.29850000E-01    0.0000000        0.0000000        0.0000000       -2885.9094       -806.30886       -806.30886        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91623619       0.45811810       0.45811810        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.59400000E-01   0.29700000E-01   0.29700000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1499.7507        2079.9078       0.96963821        1.3538664        0.0000000       -.72564517E-01   -.89136562       0.44568281       0.44568281        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91623619       0.45811810       0.45811810       -.92455714       0.46227857       0.46227857       0.12500000E-01   -.63839545       0.31919772       0.31919772        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20000000       0.20000000       -.60000000E-01   0.30000000E-01   0.30000000E-01    0.0000000        0.0000000        0.0000000       -2901.9592       -811.31729       -811.31729        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91579025       0.45789512       0.45789512        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.59700000E-01   0.29850000E-01   0.29850000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1508.4390        2090.9481       0.97137909        1.3531034        0.0000000       -.72052007E-01   -.89086324       0.44543162       0.44543162        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91579025       0.45789512       0.45789512       -.92411120       0.46205560       0.46205560       0.12500000E-01   -.63954162       0.31977081       0.31977081        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20100000       0.20100000       -.60300000E-01   0.30150000E-01   0.30150000E-01    0.0000000        0.0000000        0.0000000       -2917.9637       -816.31884       -816.31884        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91534451       0.45767225       0.45767225        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60000000E-01   0.30000000E-01   0.30000000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1517.1077        2101.9499       0.97311614        1.3523438        0.0000000       -.71541541E-01   -.89036315       0.44518158       0.44518158        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91534451       0.45767225       0.45767225       -.92366546       0.46183273       0.46183273       0.12500000E-01   -.64068526       0.32034263       0.32034263        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20200000       0.20200000       -.60600000E-01   0.30300000E-01   0.30300000E-01    0.0000000        0.0000000        0.0000000       -2933.9221       -821.31328       -821.31328        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91489899       0.45744950       0.45744950        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60300000E-01   0.30150000E-01   0.30150000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1525.7562        2112.9129       0.97484929        1.3515877        0.0000000       -.71033127E-01   -.88986535       0.44493268       0.44493268        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91489899       0.45744950       0.45744950       -.92321996       0.46160998       0.46160998       0.12500000E-01   -.64182635       0.32091317       0.32091317        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20300000       0.20300000       -.60900000E-01   0.30450000E-01   0.30450000E-01    0.0000000        0.0000000        0.0000000       -2949.8340       -826.30037       -826.30037        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91445373       0.45722687       0.45722687        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60600000E-01   0.30300000E-01   0.30300000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1534.3843        2123.8366       0.97657848        1.3508351        0.0000000       -.70526775E-01   -.88936985       0.44468492       0.44468492        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91445373       0.45722687       0.45722687       -.92277470       0.46138735       0.46138735       0.12500000E-01   -.64296482       0.32148241       0.32148241        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20400000       0.20400000       -.61200000E-01   0.30600000E-01   0.30600000E-01    0.0000000        0.0000000        0.0000000       -2965.6986       -831.27989       -831.27989        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91400874       0.45700437       0.45700437        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.60900000E-01   0.30450000E-01   0.30450000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1542.9916        2134.7206       0.97830365        1.3500860        0.0000000       -.70022493E-01   -.88887664       0.44443832       0.44443832        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91400874       0.45700437       0.45700437       -.92232973       0.46116486       0.46116486       0.12500000E-01   -.64410065       0.32205032       0.32205032        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20500000       0.20500000       -.61500000E-01   0.30750000E-01   0.30750000E-01    0.0000000        0.0000000        0.0000000       -2981.5154       -836.25161       -836.25161        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91356405       0.45678203       0.45678203        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.61200000E-01   0.30600000E-01   0.30600000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1551.5778        2145.5645       0.98002474        1.3493404        0.0000000       -.69520291E-01   -.88838574       0.44419287       0.44419287        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91356405       0.45678203       0.45678203       -.92188504       0.46094252       0.46094252       0.12500000E-01   -.64523378       0.32261689       0.32261689        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20600000       0.20600000       -.61800000E-01   0.30900000E-01   0.30900000E-01    0.0000000        0.0000000        0.0000000       -2997.2837       -841.21530       -841.21530        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91311968       0.45655984       0.45655984        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.61500000E-01   0.30750000E-01   0.30750000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1560.1424        2156.3680       0.98174168        1.3485983        0.0000000       -.69020175E-01   -.88789715       0.44394858       0.44394858        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91311968       0.45655984       0.45655984       -.92144068       0.46072034       0.46072034       0.12500000E-01   -.64636419       0.32318210       0.32318210        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20700000       0.20700000       -.62100000E-01   0.31050000E-01   0.31050000E-01    0.0000000        0.0000000        0.0000000       -3013.0030       -846.17073       -846.17073        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91267565       0.45633783       0.45633783        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.61800000E-01   0.30900000E-01   0.30900000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1568.6852        2167.1307       0.98345442        1.3478597        0.0000000       -.68522155E-01   -.88741087       0.44370544       0.44370544        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91267565       0.45633783       0.45633783       -.92099666       0.46049833       0.46049833       0.12500000E-01   -.64749183       0.32374592       0.32374592        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20800000       0.20800000       -.62400000E-01   0.31200000E-01   0.31200000E-01    0.0000000        0.0000000        0.0000000       -3028.6726       -851.11770       -851.11770        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91223198       0.45611599       0.45611599        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.62100000E-01   0.31050000E-01   0.31050000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1577.2057        2177.8522       0.98516289        1.3471246        0.0000000       -.68026239E-01   -.88692692       0.44346346       0.44346346        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91223198       0.45611599       0.45611599       -.92055300       0.46027650       0.46027650       0.12500000E-01   -.64861666       0.32430833       0.32430833        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20900000       0.20900000       -.62700000E-01   0.31350000E-01   0.31350000E-01    0.0000000        0.0000000        0.0000000       -3044.2920       -856.05597       -856.05597        0.0000000        0.0000000        0.0000000       0.73500000        0.0000000       -.91178870       0.45589435       0.45589435        0.0000000        0.0000000        0.0000000       0.17390665       -.86953324E-01   -.86953324E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.62400000E-01   0.31200000E-01   0.31200000E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       -.84583333       0.40416667       0.40416667        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        1585.7038        2188.5322       0.98686703        1.3463931        0.0000000       -.67532433E-01   -.88644528       0.44322264       0.44322264        0.0000000        0.0000000       -.81649658       0.40824829       0.40824829       -.91178870       0.45589435       0.45589435       -.92010972       0.46005486       0.46005486       0.12500000E-01   -.64973865       0.32486933       0.32486933        1.0000000        0.0000000        36.000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
